62369, 1902, 882
62370, 2281, 873
62376, 733, 780
62377, 1460, 1164
62378, 1910, 918
62379, 2166, 1183
62382, 1589, 1057
62388, 769, 461
62391, 1116, 818
62392, 2237, 957
62394, 1841, 1055
62395, 1779, 882
62396, 1064, 481
62398, 2018, 963
62400, 1848, 1052
62403, 1143, 732
62404, 1751, 1159
62405, 1234, 808
62407, 1652, 935
62408, 1637, 1067
62410, 2638, 1062
62412, 1665, 1117
62414, 2055, 1132
62415, 1252, 714
62416, 1179, 1229
62417, 2297, 964
62418, 1751, 1144
62423, 2390, 1490
62424, 1897, 964
62425, 1930, 729
62426, 1473, 1153
62428, 1162, 852
62430, 2001, 940
62431, 975, 999
62433, 1598, 809
62435, 1345, 992
62436, 1964, 891
62437, 1190, 823
62440, 2615, 1023
62442, 1332, 758
62443, 1504, 976
62446, 1813, 1031
62447, 1760, 1547
62449, 2279, 1487
62452, 2203, 1207
62456, 776, 672
62458, 1437, 817
62459, 2312, 971
62461, 1735, 994
62464, 1663, 874
62465, 1406, 971
62466, 2478, 1136
62467, 1040, 864
62468, 2189, 1005
62471, 882, 837
62472, 945, 1040
62473, 1321, 811
62476, 1535, 1226
62477, 1995, 1382
62479, 1592, 754
62480, 1223, 710
62482, 2459, 1435
62484, 1186, 773
62486, 1432, 1000
62490, 1364, 750
62492, 1574, 968
62493, 1598, 807
62494, 1988, 1130
62496, 1739, 1130
62499, 1795, 825
62501, 2236, 956
62502, 1636, 959
62503, 1419, 1102
62505, 2233, 919
62506, 836, 977
62509, 1336, 821
62510, 1971, 1004
62511, 1140, 802
62513, 756, 913
62514, 1160, 757
62515, 1830, 1070
62516, 1665, 1159
62518, 2509, 1091
62520, 1017, 688
62521, 937, 1070
62522, 1542, 977
62523, 1846, 909
62527, 1831, 868
62528, 1851, 1283
62529, 1807, 929
62531, 1062, 837
62535, 1935, 1065
62536, 1159, 762
62538, 1539, 945
62539, 1373, 793
62540, 1292, 747
62545, 2379, 958
62547, 1277, 1180
62548, 1077, 721
62551, 1338, 898
62554, 1234, 926
62555, 1809, 1100
62558, 1130, 953
62559, 1446, 998
62560, 1761, 982
62561, 1435, 1062
62562, 1927, 925
62563, 1440, 818
62564, 2013, 1115
62565, 1025, 901
62567, 1354, 726
62569, 2075, 1003
62571, 929, 699
62572, 1912, 1025
62575, 1902, 932
62578, 1714, 1088
62580, 1041, 1139
62581, 1409, 860
62583, 1054, 895
62586, 1533, 954
62588, 2029, 971
62590, 2109, 929
62591, 2290, 1112
62593, 1912, 1119
62595, 1312, 1033
62596, 1632, 936
62597, 1378, 1126
62598, 831, 847
62601, 1439, 1013
62604, 1581, 932
62605, 1660, 1118
62606, 1955, 1136
62609, 1737, 1165
62612, 2028, 1006
62614, 2279, 1529
62617, 1134, 694
62619, 1775, 978
62621, 756, 842
62622, 1579, 931
62624, 1323, 865
62625, 1572, 983
62632, 1065, 907
62633, 991, 870
62634, 943, 849
62636, 782, 961
62638, 1932, 1311
62640, 1970, 1049
62642, 1539, 821
62645, 2302, 1166
62649, 1173, 866
62654, 1698, 752
62655, 1035, 984
62656, 2021, 958
62658, 1659, 875
62661, 998, 645
62664, 945, 1002
62665, 877, 892
62671, 1822, 979
62673, 1860, 1066
62674, 1096, 791
62677, 1457, 1147
62681, 1494, 1018
62682, 1287, 726
62684, 973, 1289
62685, 1852, 997
62686, 2139, 959
62687, 1867, 970
62688, 1551, 939
62689, 2179, 1254
62690, 1165, 889
62692, 1268, 943
62693, 1775, 864
62698, 1777, 1179
62700, 1448, 1049
62701, 1485, 1110
62703, 2203, 806
62705, 811, 979
62706, 1339, 861
62708, 1330, 789
62710, 1150, 1044
62711, 2362, 1163
62712, 1841, 944
62713, 2437, 958
62714, 1111, 1073
62716, 1292, 835
62718, 1179, 760
62720, 1275, 743
62724, 1155, 756
62725, 1268, 989
62727, 1091, 798
62728, 2045, 980
62730, 950, 819
62738, 1398, 1012
62741, 946, 858
62742, 1153, 640
62744, 1191, 910
62745, 779, 633
62746, 1158, 978
62747, 1719, 848
62748, 2497, 1059
62750, 1307, 852
62753, 1417, 999
62754, 1574, 868
62757, 1149, 1236
62758, 1495, 1091
62762, 2055, 1052
62763, 1776, 915
62766, 1594, 1056
62769, 975, 1303
62770, 2581, 983
62771, 1679, 1015
62772, 1086, 691
62774, 1282, 511
62775, 1857, 719
62777, 1070, 524
62778, 2090, 1261
62779, 1003, 1084
62780, 1785, 1075
62781, 989, 1189
62783, 1492, 995
62784, 2416, 1017
62787, 1392, 997
62788, 1512, 752
62789, 2458, 1630
62790, 1150, 699
62791, 2242, 1159
62793, 1918, 1027
62794, 1809, 1082
62796, 1498, 1229
62803, 1711, 979
62804, 1759, 1220
62806, 1317, 1141
62807, 1317, 786
62808, 1120, 1007
62809, 1301, 781
62811, 2096, 941
62813, 1920, 981
62817, 949, 735
62818, 2403, 1120
62823, 2060, 995
62829, 2041, 1087
62831, 1864, 1244
62833, 1386, 761
62834, 1950, 1015
62835, 1305, 987
62836, 1423, 1093
62842, 1671, 919
62843, 705, 926
62845, 774, 772
62853, 1641, 1123
62854, 1302, 927
62857, 1145, 976
62859, 2333, 792
62860, 1964, 1106
62863, 1168, 902
62864, 1349, 1052
62865, 1133, 810
62866, 1650, 1055
62867, 1925, 927
62871, 1252, 940
62872, 1144, 841
62873, 1016, 1045
62874, 1237, 991
62876, 1622, 979
62877, 1202, 775
62878, 2160, 1046
62879, 1199, 894
62880, 855, 888
62881, 1639, 917
62882, 1686, 967
62885, 1059, 1524
62887, 848, 668
62890, 1552, 830
62892, 1763, 838
62893, 1258, 1177
62894, 1206, 814
62895, 1587, 1235
62897, 1675, 1207
62898, 1294, 1002
62900, 1237, 984
62901, 906, 807
62903, 2418, 1066
62904, 1209, 917
62905, 1664, 921
62910, 1371, 773
62911, 2604, 1590
62912, 1834, 816
62913, 1734, 1140
62914, 1555, 541
62916, 1287, 815
62921, 2324, 960
62922, 1114, 833
62925, 1609, 855
62926, 1919, 874
62927, 1285, 1107
62928, 1543, 1132
62929, 782, 791
62931, 1330, 710
62932, 1612, 1112
62933, 1300, 714
62934, 1072, 949
62935, 1270, 954
62936, 1230, 935
62937, 939, 850
62940, 2169, 1512
62941, 1411, 1118
62942, 1033, 683
62944, 1653, 1236
62945, 1520, 1086
62949, 1296, 696
62951, 844, 751
62953, 732, 1022
62959, 1722, 774
62960, 1400, 945
62961, 1487, 923
62963, 1300, 927
62964, 983, 985
62966, 1539, 1192
62967, 1333, 828
62968, 1438, 923
62969, 1085, 882
62970, 1372, 826
62971, 1228, 1007
62973, 2091, 1110
62974, 1990, 976
62977, 1676, 754
62978, 1751, 1145
62979, 1909, 933
62982, 1842, 939
62983, 1872, 1118
62984, 2069, 1008
62986, 1633, 996
62988, 2044, 1033
62989, 1874, 854
62991, 842, 838
62993, 2163, 1065
63002, 2450, 1063
63007, 1086, 893
63008, 1081, 881
63009, 1555, 925
63011, 736, 778
63014, 1431, 771
63015, 2024, 1458
63016, 1171, 1004
63017, 1062, 935
63018, 919, 828
63019, 1164, 689
63020, 1980, 1372
63021, 1185, 650
63026, 1279, 952
63027, 1753, 976
63028, 1585, 783
63029, 1243, 899
63030, 1472, 1189
63032, 1020, 1110
63033, 2012, 997
63034, 1058, 889
63035, 1309, 940
63036, 851, 967
63037, 1164, 709
63038, 1221, 894
63040, 2145, 897
63041, 651, 1274
63043, 2027, 1004
63044, 1099, 898
63046, 1012, 919
63047, 1263, 689
63049, 1448, 830
63051, 946, 1020
63052, 1980, 1130
63053, 798, 618
63055, 2164, 922
63056, 1750, 1308
63057, 1102, 1057
63059, 1572, 903
63061, 1046, 710
63062, 1386, 966
63064, 658, 463
63067, 790, 820
63069, 1333, 1078
63070, 631, 565
63071, 2122, 1281
63074, 909, 876
63075, 1053, 615
63077, 1177, 713
63078, 2330, 1430
63079, 1332, 1123
63080, 2158, 1142
63082, 2449, 1289
63083, 1054, 826
63085, 930, 656
63088, 973, 817
63089, 1930, 1006
63090, 1383, 1088
63091, 1308, 1001
63092, 1191, 1120
63093, 1058, 984
63095, 1253, 770
63101, 1152, 731
63102, 1391, 857
63104, 1731, 996
63105, 1385, 1059
63108, 1162, 968
63110, 1930, 1054
63112, 1366, 807
63113, 913, 926
63114, 1099, 702
63119, 1477, 1109
63120, 911, 802
63121, 1318, 1117
63124, 1084, 901
63125, 1349, 851
63126, 1034, 1041
63127, 1682, 778
63129, 1560, 815
63132, 1616, 990
63134, 1723, 1139
63135, 1381, 1103
63136, 2117, 957
63139, 1734, 935
63141, 781, 918
63142, 1057, 1036
63143, 942, 916
63144, 1009, 1056
63145, 1258, 881
63146, 1140, 450
63147, 1119, 893
63148, 1115, 1031
63149, 1953, 1309
63150, 1465, 1081
63152, 966, 661
63154, 2116, 1164
63155, 1609, 1032
63156, 1183, 915
63158, 2608, 1233
63159, 2080, 1137
63161, 1689, 1156
63163, 2017, 982
63164, 1111, 1011
63165, 2192, 826
63168, 1232, 909
63169, 1216, 914
63172, 1878, 1082
63176, 951, 909
63178, 1113, 1157
63179, 1563, 959
63180, 756, 934
63182, 1881, 1196
63190, 1685, 920
63192, 1736, 938
63193, 1128, 879
63194, 950, 820
63195, 1338, 981
63196, 1143, 657
63199, 1458, 987
63201, 1045, 1118
63202, 1947, 966
63205, 1435, 981
63210, 1694, 926
63212, 1008, 827
63213, 1349, 1019
63214, 1311, 1301
63218, 1506, 1260
63223, 1825, 1135
63225, 2557, 861
63227, 815, 801
63229, 2321, 1182
63234, 1029, 684
63238, 865, 588
63240, 1396, 806
63241, 1371, 864
63242, 785, 950
63243, 719, 1135
63245, 1674, 1049
63246, 1143, 967
63247, 1224, 776
63248, 2027, 876
63249, 1018, 1061
63251, 2438, 1121
63252, 1728, 1202
63253, 1485, 1210
63256, 1536, 1006
63257, 926, 1119
63259, 1427, 847
63260, 1296, 713
63261, 1577, 1237
63262, 1750, 1303
63264, 907, 863
63265, 1112, 902
63267, 2335, 1107
63271, 1782, 1210
63272, 2026, 890
63273, 1354, 1062
63274, 2055, 806
63275, 1009, 903
63276, 1628, 1106
63277, 1702, 1135
63278, 1653, 586
63279, 956, 881
63281, 1267, 999
63286, 1467, 1063
63290, 845, 729
63291, 1229, 1058
63294, 1526, 969
63295, 1703, 960
63296, 2060, 1031
63297, 1429, 774
63298, 1009, 707
63299, 2174, 1170
63300, 2157, 1301
63301, 1857, 916
63309, 2068, 1001
63311, 2298, 1301
63313, 1644, 1163
63315, 2278, 1287
63316, 2272, 1049
63321, 1772, 976
63322, 2582, 646
63325, 1051, 548
63327, 959, 877
63328, 2092, 1243
63329, 1846, 1294
63330, 1188, 701
63331, 1347, 1134
63334, 2140, 1195
63335, 895, 1062
63336, 888, 1026
63337, 1674, 978
63338, 980, 1030
63339, 1826, 1216
63343, 2029, 1020
63344, 955, 883
63345, 1021, 1148
63347, 1120, 900
63349, 1160, 978
63350, 1423, 1214
63351, 1437, 894
63352, 741, 930
63354, 1594, 1055
63356, 1609, 1197
63357, 2511, 1103
63359, 1493, 1083
63361, 2027, 1095
63362, 1544, 993
63363, 1763, 1085
63364, 1176, 788
63365, 2481, 1132
63366, 1950, 1471
63367, 1839, 1083
63368, 1793, 939
63369, 1983, 846
63371, 960, 730
63372, 2240, 976
63377, 1467, 863
63378, 918, 1012
63380, 1506, 832
63381, 1353, 950
63382, 851, 897
63384, 1558, 818
63388, 2072, 913
63389, 946, 863
63390, 1179, 948
63391, 1809, 1017
63394, 1655, 954
63397, 1777, 876
63398, 1835, 989
63399, 2302, 1065
63400, 806, 1054
63401, 1765, 1013
63402, 1208, 918
63406, 1735, 1222
63407, 1770, 1449
63409, 1433, 1087
63410, 1993, 1203
63411, 1097, 670
63414, 1641, 1100
63415, 1456, 1127
63416, 1123, 959
63417, 947, 980
63419, 1543, 799
63420, 782, 1048
63423, 2222, 1173
63424, 991, 734
63428, 1137, 853
63429, 974, 1110
63430, 981, 723
63431, 1762, 1534
63433, 1471, 850
63435, 1055, 975
63436, 1147, 911
63437, 1105, 542
63442, 898, 1218
63443, 1278, 1105
63444, 1136, 964
63445, 813, 551
63446, 988, 695
63447, 1950, 1028
63448, 1359, 1087
63449, 1422, 828
63450, 2185, 967
63451, 951, 820
63452, 1456, 893
63453, 1740, 1074
63455, 880, 883
63457, 1316, 924
63458, 1061, 1031
63459, 697, 808
63460, 2154, 1057
63462, 750, 1109
63463, 1046, 848
63464, 2086, 1182
63465, 1106, 848
63466, 1750, 1030
63467, 1648, 1057
63469, 2081, 1090
63471, 998, 1137
63473, 815, 863
63476, 684, 1009
63477, 2120, 1009
63478, 1729, 1282
63479, 1138, 919
63480, 1044, 959
63482, 1347, 440
63483, 1359, 909
63484, 875, 1043
63485, 1895, 1321
63487, 1400, 1023
63488, 1458, 874
63489, 717, 823
63491, 1191, 653
63493, 1527, 858
63494, 2096, 1402
63495, 2033, 1296
63496, 851, 1116
63497, 873, 878
63498, 808, 903
63499, 1178, 936
63500, 811, 936
63503, 1703, 652
63504, 2156, 1181
63505, 1156, 917
63506, 1550, 886
63509, 1027, 1125
63510, 2108, 956
63514, 807, 922
63517, 1165, 961
63518, 2183, 999
63520, 1133, 1131
63521, 812, 730
63522, 1396, 865
63524, 935, 898
63526, 1162, 742
63527, 1681, 1038
63528, 2083, 1368
63529, 1178, 772
63531, 1796, 1049
63532, 2392, 921
63533, 1767, 1024
63536, 1170, 901
63537, 1343, 900
63540, 1380, 986
63541, 1543, 872
63543, 1834, 903
63544, 1846, 1189
63545, 1220, 1099
63547, 1189, 1139
63553, 1888, 940
63554, 2544, 1183
63555, 1743, 1074
63563, 1511, 845
63565, 933, 945
63567, 1363, 578
63568, 1086, 825
63569, 1595, 1001
63571, 1176, 1148
63572, 701, 991
63573, 703, 703
63574, 1564, 528
63575, 2190, 839
63576, 761, 718
63577, 1353, 972
63579, 1562, 815
63581, 1298, 911
63582, 935, 831
63583, 913, 870
63584, 822, 800
63585, 1138, 869
63586, 1571, 1131
63587, 1261, 914
63589, 1177, 968
63590, 826, 703
63592, 1845, 911
63594, 2055, 1127
63598, 2409, 1022
63599, 2398, 1195
63601, 1480, 914
63602, 1927, 1145
63605, 1811, 984
63606, 1345, 852
63607, 1552, 979
63608, 2027, 1014
63609, 1613, 990
63610, 1146, 717
63611, 2183, 1218
63613, 1867, 885
63615, 1316, 1017
63617, 1594, 1266
63620, 2243, 912
63623, 1861, 960
63625, 986, 745
63626, 1009, 668
63628, 836, 807
63629, 1548, 902
63630, 2310, 1284
63631, 912, 920
63632, 2347, 989
63636, 887, 1194
63638, 1598, 1037
63639, 1721, 870
63640, 2092, 1537
63642, 1858, 824
63643, 1960, 1182
63645, 1145, 719
63646, 1892, 1426
63649, 1095, 793
63651, 1458, 846
63652, 1455, 1162
63653, 1510, 997
63654, 2282, 1169
63656, 1155, 1247
63657, 1544, 1018
63658, 1157, 965
63659, 1944, 1289
63660, 1672, 1232
63661, 1731, 1017
63662, 2131, 1192
63664, 2039, 991
63668, 922, 770
63670, 1068, 1013
63671, 992, 700
63673, 1036, 1050
63674, 808, 1016
63675, 1779, 955
63676, 802, 942
63677, 2043, 932
63678, 923, 773
63679, 934, 654
63680, 1088, 928
63682, 1252, 935
63683, 867, 780
63684, 1075, 849
63685, 1697, 769
63689, 994, 870
63690, 779, 887
63691, 724, 724
63692, 2454, 1324
63694, 1441, 1017
63697, 820, 744
63700, 1299, 962
63703, 1264, 1055
63705, 815, 1058
63707, 815, 990
63709, 1119, 817
63710, 837, 980
63712, 1729, 1066
63714, 1459, 968
63715, 1050, 1105
63717, 884, 863
63718, 1190, 911
63719, 1627, 895
63722, 2451, 859
63724, 980, 695
63726, 1721, 1177
63727, 1296, 882
63728, 1952, 1031
63729, 1165, 820
63730, 2070, 1021
63733, 868, 686
63734, 807, 869
63735, 1868, 822
63736, 1232, 1145
63737, 869, 788
63738, 922, 818
63739, 858, 795
63741, 2278, 1011
63742, 1044, 1076
63744, 960, 779
63745, 1472, 1225
63747, 1160, 1048
63749, 1263, 706
63753, 2166, 1124
63756, 996, 790
63757, 1076, 1047
63758, 2376, 1192
63759, 2325, 1147
63760, 784, 963
63762, 1481, 1007
63763, 1755, 1188
63765, 944, 838
63770, 1717, 862
63771, 1749, 1058
63772, 1972, 1075
63773, 954, 881
63777, 1751, 1079
63778, 1339, 746
63779, 1476, 977
63782, 954, 735
63784, 1055, 951
63785, 1115, 1092
63786, 871, 966
63787, 907, 959
63788, 930, 882
63790, 846, 857
63791, 1263, 1091
63792, 1776, 849
63794, 2277, 736
63795, 1097, 995
63799, 1870, 1190
63801, 1928, 1296
63802, 1640, 1053
63803, 1275, 597
63804, 1679, 1120
63805, 1272, 1335
63806, 2318, 978
63810, 1554, 1065
63813, 1920, 733
63814, 1562, 1007
63815, 1723, 1149
63816, 1583, 755
63817, 2268, 963
63818, 1106, 970
63820, 1488, 1326
63821, 1466, 1282
63822, 1334, 1455
63823, 804, 950
63825, 2547, 1102
63826, 785, 526
63827, 931, 1049
63828, 950, 750
63829, 1631, 1029
63830, 2027, 1072
63831, 1036, 973
63832, 1152, 1012
63834, 860, 1067
63835, 1469, 825
63836, 955, 841
63837, 1425, 1156
63840, 2094, 1149
63842, 867, 686
63843, 1823, 940
63845, 1425, 1040
63852, 1804, 1240
63856, 1180, 843
63857, 1685, 1223
63858, 1636, 1289
63860, 1652, 1005
63861, 1944, 1251
63862, 1007, 703
63864, 1044, 748
63865, 1975, 940
63866, 1718, 1278
63869, 943, 800
63872, 955, 829
63874, 2541, 1162
63881, 1136, 813
63882, 1655, 1045
63884, 2267, 1320
63885, 2204, 1089
63886, 742, 664
63887, 1063, 1126
63888, 2559, 854
63890, 902, 862
63893, 1825, 1035
63894, 1725, 1222
63896, 1131, 612
63897, 1795, 884
63898, 1794, 894
63899, 1651, 856
63903, 1896, 987
63905, 743, 996
63906, 2092, 996
63907, 1184, 911
63910, 1795, 1005
63911, 846, 937
63918, 1809, 999
63920, 1416, 1351
63921, 1220, 984
63922, 1991, 1083
63923, 1937, 882
63924, 2302, 1310
63925, 1677, 1077
63927, 2057, 1000
63931, 909, 1063
63932, 966, 1061
63933, 1870, 1060
63936, 688, 899
63938, 775, 1056
63940, 963, 736
63941, 1169, 1002
63942, 1441, 1140
63943, 845, 865
63944, 903, 1123
63945, 776, 766
63950, 1855, 894
63951, 1264, 834
63953, 1239, 637
63954, 1218, 748
63956, 2528, 1069
63957, 2336, 1051
63958, 1728, 871
63959, 1979, 1206
63960, 1835, 1101
63961, 1827, 1238
63962, 1953, 963
63963, 1056, 1144
63964, 1634, 951
63967, 1861, 1216
63968, 2450, 1083
63969, 683, 816
63972, 1667, 1200
63973, 1676, 997
63975, 2130, 1043
63976, 1184, 795
63977, 1120, 825
63980, 821, 1007
63982, 1175, 914
63983, 1742, 954
63984, 1885, 995
63985, 999, 845
63986, 1930, 938
63988, 769, 809
63989, 1559, 959
63991, 2470, 975
63992, 2564, 1000
63993, 1160, 951
63994, 806, 808
63995, 909, 1048
63996, 1510, 1055
63997, 848, 741
63998, 1849, 1392
63999, 1823, 903
64000, 1929, 1050
64002, 1127, 963
64005, 1600, 896
64006, 1173, 982
64007, 1707, 945
64010, 1097, 727
64011, 1306, 691
64012, 1577, 901
64013, 2439, 1439
64014, 870, 984
64015, 1783, 1073
64016, 2283, 901
64017, 1406, 1093
64020, 2394, 953
64021, 1597, 1218
64023, 2398, 1151
64026, 2097, 1165
64029, 1036, 906
64030, 1043, 970
64031, 988, 1026
64033, 1242, 1000
64034, 823, 823
64035, 1960, 1144
64036, 1069, 1026
64038, 1109, 740
64039, 1374, 788
64041, 1095, 1178
64043, 1035, 1096
64044, 1262, 828
64046, 1547, 1132
64047, 1914, 1095
64048, 1007, 709
64049, 2124, 1356
64050, 1073, 1006
64052, 2245, 889
64053, 933, 893
64054, 1983, 1108
64055, 1815, 1254
64060, 1218, 929
64061, 2062, 1214
64066, 1495, 1019
64068, 1510, 1264
64069, 1135, 1104
64070, 1142, 946
64073, 2068, 818
64074, 1564, 1201
64075, 821, 946
64076, 941, 814
64077, 1105, 1093
64079, 1074, 858
64081, 999, 907
64082, 1083, 1044
64083, 1940, 1627
64086, 1002, 999
64087, 1078, 846
64089, 2025, 1013
64091, 2069, 1199
64095, 1137, 1049
64097, 809, 935
64098, 2045, 1129
64100, 1834, 956
64101, 946, 647
64102, 1205, 927
64103, 1056, 872
64106, 1849, 1085
64107, 1682, 1263
64108, 1077, 944
64109, 1524, 1239
64110, 1002, 850
64111, 767, 543
64112, 947, 876
64114, 2032, 1057
64119, 791, 888
64120, 930, 490
64122, 973, 862
64123, 792, 1077
64124, 787, 812
64127, 1035, 826
64130, 1642, 894
64131, 1514, 1292
64132, 1112, 1049
64135, 1790, 881
64136, 1038, 989
64137, 1887, 1345
64138, 1049, 759
64139, 1610, 776
64141, 1610, 986
64142, 2161, 1212
64143, 1673, 775
64144, 1055, 1078
64146, 1328, 1083
64147, 1668, 1407
64149, 1046, 1036
64153, 784, 994
64154, 1570, 854
64156, 1730, 1034
64157, 2284, 1153
64158, 1685, 1090
64159, 2208, 884
64162, 984, 670
64163, 1340, 1071
64164, 2328, 1066
64165, 1081, 899
64167, 1584, 897
64168, 2299, 789
64169, 1365, 1403
64171, 2420, 1023
64173, 2036, 1006
64175, 2653, 1331
64176, 1398, 904
64179, 1352, 1206
64181, 1089, 890
64182, 1321, 1374
64184, 939, 977
64185, 2049, 860
64186, 1966, 673
64187, 823, 973
64189, 970, 745
64190, 1751, 942
64193, 1213, 818
64194, 1535, 1377
64198, 1069, 748
64199, 1056, 981
64200, 1275, 1018
64201, 867, 461
64204, 969, 997
64205, 1511, 994
64206, 780, 1172
64207, 905, 753
64208, 1087, 738
64211, 1296, 970
64213, 1070, 894
64214, 1950, 1067
64215, 2029, 811
64217, 1470, 1063
64218, 1466, 772
64219, 2183, 1082
